index,phase,period_ns,wake_ns,read_ns,command_ns,tracking_error,cmd_q1,cmd_v1,cmd_a1,obs_q1,cmd_q2,cmd_v2,cmd_a2,obs_q2,cmd_q3,cmd_v3,cmd_a3,obs_q3,cmd_q4,cmd_v4,cmd_a4,obs_q4,cmd_q5,cmd_v5,cmd_a5,obs_q5,cmd_q6,cmd_v6,cmd_a6,obs_q6
103,outward,8000555,58196,17537,38935,0.000159681,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.475604,0.00434249,0.00473226,0.47541
104,outward,8007668,65864,21027,48268,0.000176815,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.475639,0.00437959,0.00454285,0.475428
105,outward,7993593,59457,21380,46861,0.000176797,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.475675,0.00441517,0.00434992,0.475463
106,outward,7999093,58550,20806,45750,0.000194524,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.47571,0.00444918,0.00415362,0.47548
107,outward,8002769,61319,20926,45555,0.000195076,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.475746,0.00448162,0.00395411,0.475515
108,outward,7997492,58811,22056,45833,0.000213347,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.475782,0.00451244,0.00375154,0.475532
109,outward,8000472,59283,21509,47964,0.000214418,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.475818,0.00454163,0.00354607,0.475567
110,outward,7999363,58646,21575,46731,0.000215729,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.475854,0.00456917,0.00333787,0.475602
111,outward,7999862,58508,20722,43732,0.000217266,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.475891,0.00459503,0.00312709,0.475637
112,outward,8001972,60480,21296,47852,0.000236471,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.475928,0.0046192,0.0029139,0.475655
113,outward,7998482,58962,22149,46287,0.000238423,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.475965,0.00464165,0.00269846,0.475689
114,outward,7999659,58621,20500,50083,0.000258014,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.476002,0.00466237,0.00248094,0.475707
115,outward,8002370,60991,20019,42620,0.000260324,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.47604,0.00468134,0.00226152,0.475742
116,outward,7999372,60363,21565,46574,0.000262794,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.476077,0.00469855,0.00204035,0.475777
117,outward,7998871,59234,21583,44305,0.000265408,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.476115,0.00471398,0.00181761,0.475812
118,outward,7999583,58817,22019,45779,0.000285606,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.476152,0.00472763,0.00159348,0.475829
119,outward,7996048,54865,9833,26564,0.000271014,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.47619,0.00473947,0.00136812,0.475881
120,outward,8001991,56856,9481,24509,0.00029143,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.476228,0.00474951,0.00114171,0.475899
121,outward,7999214,56070,10056,25500,0.000294481,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.476266,0.00475774,0.000914422,0.475934
122,outward,7999741,55811,9741,25278,0.000280151,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.476304,0.00476414,0.000686432,0.475986
123,outward,8000436,56247,9213,25037,0.000300786,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.476343,0.00476872,0.000457914,0.476004
124,outward,8000408,56655,10176,23723,0.000304013,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.476381,0.00477147,0.000229045,0.476039
125,outward,7999214,55869,10389,24093,0.000324721,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.476419,0.00477238,0,0.476056
126,outward,8000195,56064,9833,22750,0.000327991,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.476457,0.00477147,-0.000229045,0.476091
127,outward,7999956,56020,9352,23713,0.000331261,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.476495,0.00476872,-0.000457914,0.476126
128,outward,8000935,56955,9454,20769,0.000317063,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.476533,0.00476414,-0.000686432,0.476178
129,outward,7999724,56679,9972,23389,0.00032029,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.476571,0.00475774,-0.000914422,0.476213
130,outward,7999177,55856,9825,22760,0.000340925,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.476609,0.00474951,-0.00114171,0.476231
131,outward,8003222,59078,9315,22768,0.000344049,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.476647,0.00473947,-0.00136812,0.476265
132,outward,7996993,56071,8805,23565,0.000364552,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.476685,0.00472763,-0.00159348,0.476283
133,outward,8000899,56970,9935,23306,0.000350062,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.476723,0.00471398,-0.00181761,0.476335
134,outward,7999019,55989,9760,24168,0.000352923,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.476761,0.00469855,-0.00204035,0.47637
135,outward,8000085,56074,9704,25990,0.000355668,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.476798,0.00468134,-0.00226152,0.476405
136,outward,7999695,55769,8843,23500,0.000358282,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.476836,0.00466237,-0.00248094,0.47644
137,outward,8000001,55770,9889,26769,0.000360752,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.476873,0.00464165,-0.00269846,0.476475
138,outward,7999695,55465,9981,24935,0.000363062,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.47691,0.0046192,-0.0029139,0.47651
139,outward,8000567,56032,10296,24064,0.000347747,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.476947,0.00459503,-0.00312709,0.476562
140,outward,8000751,56783,9481,23102,0.000367152,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.476983,0.00456917,-0.00333787,0.47658
141,outward,8000148,56931,9444,25167,0.000368903,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.47702,0.00454163,-0.00354607,0.476615
142,outward,7999067,55998,9250,26084,0.000387894,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.477056,0.00451244,-0.00375154,0.476632
143,outward,7999528,55526,9778,23371,0.000389205,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.477092,0.00448162,-0.00395411,0.476667
144,outward,8000510,56036,8500,25112,0.000390276,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.477128,0.00444918,-0.00415362,0.476702
145,outward,8001409,57445,8593,35084,0.00037364,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.477163,0.00441517,-0.00434992,0.476754
146,outward,7999917,57362,10548,28232,0.000374192,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.477198,0.00437959,-0.00454285,0.476789
147,outward,7998057,55419,9324,47816,0.000374465,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.477233,0.00434249,-0.00473226,0.476824
148,outward,8000251,55670,10555,26185,0.000374448,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.477268,0.00430389,-0.004918,0.476859
149,outward,8006594,62264,15519,35630,0.000374128,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.477302,0.00426381,-0.00509992,0.476894
150,outward,7994473,56737,15454,34657,0.000390947,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.477336,0.0042223,-0.00527788,0.476911
151,outward,8000316,57053,15232,37898,0.000389985,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.47737,0.00417938,-0.00545173,0.476946
152,outward,8000093,57146,15454,40473,0.000388686,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.477403,0.00413508,-0.00562134,0.476981
153,outward,8001048,58194,16046,34370,0.000387039,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.477436,0.00408945,-0.00578657,0.477016
154,outward,8005769,63963,21120,45519,0.000385031,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.477468,0.00404251,-0.00594728,0.477051
155,outward,7994455,58418,21935,45685,0.000382653,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.477501,0.00399431,-0.00610335,0.477086
156,outward,8000260,58678,21519,47945,0.000379895,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.477532,0.00394487,-0.00625465,0.477121
157,outward,8001325,60003,22231,43389,0.000376746,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282569,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.477564,0.00389424,-0.00640106,0.477156
158,outward,8000446,60449,22055,45324,0.000373196,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.477595,0.00384247,-0.00654245,0.47719
159,outward,7999371,59820,21435,47157,0.000369237,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.477625,0.00378958,-0.00667871,0.477225
160,outward,8000159,59979,21788,44361,0.000382313,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.477655,0.00373562,-0.00680973,0.477243
161,outward,7998770,58749,21065,46843,0.000377508,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.477685,0.00368064,-0.00693539,0.477278
162,outward,8001529,60278,21417,43926,0.000372267,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.477714,0.00362467,-0.0070556,0.477313
163,outward,7999426,59704,20167,44483,0.000366582,1.56976,0,0,1.56977,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.477743,0.00356776,-0.00717024,0.477348
164,outward,7998816,58520,21120,46481,0.000360446,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.477771,0.00350996,-0.00727924,0.477382
165,outward,8000659,59179,20435,44527,0.000353851,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.477799,0.00345131,-0.00738248,0.477417
166,outward,8001343,60522,21417,46916,0.00034679,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.477826,0.00339186,-0.00747989,0.477452
167,outward,8002066,62588,21407,47852,0.000339257,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.477853,0.00333165,-0.00757138,0.477487
168,outward,7996325,58913,21741,46861,0.000331244,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.47788,0.00327073,-0.00765687,0.477522
169,outward,7999695,58608,20529,46658,0.000340201,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.477906,0.00320915,-0.00773629,0.47754
170,outward,8001502,60110,9833,24509,0.000331214,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.477931,0.00314697,-0.00780957,0.477574
171,outward,7995862,55972,9871,25445,0.000339186,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.477956,0.00308422,-0.00787664,0.477592
172,outward,8000232,56204,9741,24593,0.000329205,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.47798,0.00302096,-0.00793744,0.477627
173,outward,7999492,55696,8935,22167,0.000318719,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478004,0.00295724,-0.00799193,0.477662
174,outward,8003991,59687,10315,24046,0.000307725,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478028,0.0028931,-0.00804004,0.477697
175,outward,7999659,59346,9787,23231,0.00029622,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478051,0.00282861,-0.00808175,0.477732
176,outward,8004148,63494,9584,22695,0.000301654,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478073,0.00276381,-0.008117,0.477749
177,outward,7991945,55439,9139,25482,0.000289118,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478095,0.00269876,-0.00814577,0.477784
178,outward,8000454,55893,9685,25048,0.000276061,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478116,0.0026335,-0.00816803,0.477819
179,outward,8000001,55894,10028,22945,0.000279937,1.56976,0,0,1.56977,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478137,0.00256809,-0.00818376,0.477836
180,outward,8001038,56932,9259,24648,0.00028329,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478157,0.00250257,-0.00819295,0.477854
181,outward,8001880,58812,11037,24945,0.000268666,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478177,0.00243702,-0.00819559,0.477889
182,outward,7996843,55655,9259,23695,0.000270972,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478196,0.00237146,-0.00819166,0.477906
183,outward,7999945,55600,10371,23659,0.000272752,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478215,0.00230597,-0.00818119,0.477924
184,outward,8001019,56619,9777,25954,0.000256555,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478233,0.00224058,-0.00816417,0.477958
185,outward,7999325,55944,9944,26787,0.000257288,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478251,0.00217536,-0.00814063,0.477976
186,outward,7999676,55620,9231,23759,0.000240045,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478268,0.00211035,-0.00811059,0.478011
187,outward,8002233,57853,9462,24056,0.000222281,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478285,0.00204561,-0.00807407,0.478046
188,outward,7999066,56919,10250,24454,0.000221452,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478301,0.00198118,-0.00803112,0.478063
189,outward,7998649,55568,11009,24843,0.000220105,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478316,0.00191712,-0.00798178,0.478081
190,outward,7999954,55522,8158,23713,0.000200792,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478331,0.00185349,-0.0079261,0.478115
191,outward,8000417,55939,10333,23592,0.00019842,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770825,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478346,0.00179032,-0.00786414,0.478133
192,outward,8000769,56708,9935,22992,0.000178089,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.47836,0.00172768,-0.00779596,0.478168
193,outward,7999288,55996,10176,25426,0.00019216,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770807,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478374,0.0016656,-0.00772165,0.478168
194,outward,8000445,56441,9083,23472,0.000170827,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770825,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478387,0.00160415,-0.00764126,0.478203
195,outward,8001611,58052,9583,25121,0.000148999,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770825,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478399,0.00154336,-0.00755491,0.478238
196,outward,8002853,60905,9713,28528,0.000161588,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770825,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478411,0.00148329,-0.00746268,0.478238
197,outward,7994658,55563,10250,28315,0.000138788,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770825,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478423,0.00142397,-0.00736467,0.478273
198,outward,8007945,63508,13639,31232,0.000150416,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770825,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478434,0.00136547,-0.007261,0.478273
199,outward,7993223,56731,13712,31379,0.00014412,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770825,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478445,0.00130781,-0.00715179,0.47829
200,outward,7999658,56389,12666,29694,0.000137359,1.56976,0,0,1.56977,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770825,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478455,0.00125105,-0.00703717,0.478307
201,outward,8000649,57038,12889,30240,0.000130141,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770825,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478465,0.00119523,-0.00691727,0.478325
202,outward,8007742,64780,21167,44685,0.000122472,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770825,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478474,0.00114039,-0.00679223,0.478342
203,outward,7994083,58863,20972,46575,0.000131814,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770825,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478483,0.00108657,-0.00666222,0.478342
204,outward,7999742,58605,22120,44935,0.000123268,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770825,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478492,0.00103381,-0.00652739,0.47836
205,outward,8007538,66143,35454,67435,9.68418e-05,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770825,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.4785,0.000982142,-0.00638792,0.478395
206,outward,7996417,62560,23288,49250,0.000104905,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770825,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478507,0.000931612,-0.00624398,0.478395
207,outward,7996437,58997,20972,47426,9.51059e-05,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770825,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478515,0.00088225,-0.00609576,0.478412
208,outward,8000659,59656,21121,51204,0.000102361,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770825,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478521,0.000834091,-0.00594347,0.478412
209,outward,7999046,58702,21204,44946,9.17718e-05,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770825,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478528,0.000787165,-0.0057873,0.47843
210,outward,8002159,60861,21602,46852,9.8256e-05,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770825,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478534,0.000741504,-0.00562748,0.47843
211,outward,7999917,60778,21881,45343,8.69165e-05,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770825,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.47854,0.000697134,-0.00546423,0.478447
212,outward,7997890,58668,22287,45759,0.000127577,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770825,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478545,0.000654084,-0.00529779,0.478412
213,outward,8001761,60429,21759,46769,0.000185341,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770825,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.47855,0.000612378,-0.0051284,0.47836
214,outward,7998334,58763,21435,45186,0.000207859,1.56976,0,0,1.56975,-0.0283352,0,0,-0.0282743,-0.770853,0,0,-0.770825,0.505283,0,0,0.505273,0.134604,0,0,0.1346,0.478555,0.000572037,-0.00495632,0.478342
